id,age,year,wrkstat,hrs1,marital,agekdbrn,sibs,chathr,emailhr,postlife,sex,othlang,born,engunite,payexec,comwht,race,realrinc,educ,grass,degree,letters,aged,realinc,childs,abpoor,abany,prestg80,mapres80,papres80,wordsum,pasei,masei,god,numcong,grass_missing
149,39,2000,"working fulltime",48,"never married",16,4,,,"yes","female","yes","yes","agree",80000,10,"black",36575,16,"not legal","bachelor",,"depends",36575,1,"yes","yes",51,20,29,,33.1,21.2,,,"not legal"
150,44,2000,"keeping house",,"never married",,5,,0,"yes","female","no","yes","strongly agree",,20,"black",,12,"not legal","high school",,"a good idea",5985,0,,,29,32,22,,28.4,22.9,,400,"not legal"
151,40,2000,"working fulltime",50,"never married",19,3,,1,"yes","female",,"no",,,,"other",18287,14,"not legal","high school","3-5","a bad idea",18287,4,,,51,20,,6,,21.2,"know god exists",,"not legal"
152,36,2000,"keeping house",,"never married",25,6,,,"yes","female","yes","no","agree",,20,"other",,11,,"lt high school",,,,4,"no","no",,,36,,29.8,,,,.a
153,52,2000,"working fulltime",35,"married",23,2,0,3,"yes","male",,"yes",,,,"white",,14,,"high school","26-50",,,2,,"no",43,,22,7,28.4,,"know god exists",1000,.a
154,41,2000,"working fulltime",40,"married",35,6,,,"yes","female","no","yes","strongly agree","> 1000000",90,"white",15793,12,"not legal","high school",,"a good idea",141038,1,"no","no",39,40,30,,31.5,30.7,,300,"not legal"
155,48,2000,"working fulltime",40,"separated",24,2,,0,,"female","no","yes","strongly agree",250000,50,"black",36575,13,,"high school",,"a good idea",44887,1,,,48,,34,,41.2,,,100,.b
156,33,2000,"working fulltime",42,"never married",18,0,5,1,"no","male","no","yes","disagree","> 1000000",70,"white",15793,14,,"lt high school",,,36575,1,"yes","yes",40,36,,,,36.7,,,.a
157,65,2000,"keeping house",,"widowed",25,0,0,5,,"female",,"yes",,,,"white",,12,"legal","high school",,"a good idea",18287,2,"no","no",59,,42,4,25.9,,"believe but doubts",125,"legal"
158,41,2000,"working fulltime",40,"widowed",34,2,,,,"male","no","yes","strongly agree","> 1000000",60,"white",44887,12,,"high school",,"a good idea",66500,2,,,22,28,42,,39,32.4,,,.b
159,58,2000,"working fulltime",40,"married",19,3,,1,"yes","male",,"yes",,,,"white",134018,20,"legal","graduate","11-15","a good idea",141038,6,,,51,,51,10,63.5,,,,"legal"
160,48,2000,"working fulltime",40,"married",22,2,,,"yes","female",,"yes",,,,"white",24937,16,,"bachelor","50+","a bad idea",141038,3,,,64,,53,,52.5,,,1000,.b
161,63,2000,"keeping house",,"married",22,8,,,,"female",,"yes",,,,"black",,12,,"high school","6-10",,21612,5,"yes","no",52,30,64,6,85.1,27.3,"know god exists",350,.a
162,43,2000,"working fulltime",40,"married",20,5,,,"no","female","no","yes","agree",,90,"white",12468,12,"not legal","high school",,"a good idea",24937,3,"no","no",22,,53,,52.4,,,20,"not legal"
163,62,2000,"working parttime",20,"married",19,5,,,,"female",,"yes",,,,"white",7481,10,"legal","lt high school",,"a bad idea",12468,7,"yes","yes",22,,,5,,,"believe sometimes",,"legal"
164,48,2000,"working fulltime",40,"never married",,1,,0,,"male",,"yes",,,,"white",54862,16,"legal","bachelor",,"a good idea",54862,0,"yes","yes",40,,49,7,,,,,"legal"
165,49,2000,"working parttime",24,"married",31,4,,,,"male","no","yes","disagree",,70,"white",,16,"legal","graduate",,"a good idea",,1,,,26,,51,,63.5,,,,"legal"
166,48,2000,"working fulltime",38,"divorced",27,2,,,"yes","male","no","yes","disagree",,50,"black",29925,16,"not legal","bachelor",,"a good idea",36575,3,,,47,,40,,37.3,,,3000,"not legal"
167,19,2000,"working parttime",20,"never married",,2,1,0,,"male",,"yes",,,,"white",1330,11,"not legal","lt high school",,"a good idea",,0,"yes","yes",17,66,44,4,50.7,73.2,"believe but doubts",300,"not legal"
168,70,2000,"other",,"married",26,4,,,"yes","male","no","yes","agree","> 1000000",72,"white",,12,"not legal","high school",,"a bad idea",24937,2,"no","no",,,40,,37.3,,,1000,"not legal"
169,42,2000,"working fulltime",40,"married",19,1,,,"yes","male",,"yes",,,,"white",24937,10,,"lt high school","0",,29925,2,"no","no",51,,30,,31.5,,,600,.a
170,36,2000,"working fulltime",50,"married",33,6,,10,"yes","female","no","yes","agree",200000,90,"white",,14,"legal","high school",,"a good idea",,1,,,51,60,51,,63.5,43.7,,150,"legal"
171,30,2000,"working fulltime",45,"never married",,2,0,0,"yes","male",,"yes",,,,"white",24937,12,,"high school","3-5",,24937,0,"no","no",36,39,35,5,33.1,36.5,,800,.a
172,32,2000,"working parttime",45,"never married",,2,,,"yes","male","no","yes","agree",300000,80,"white",14131,14,"not legal","high school",,"a good idea",44887,0,,,47,,40,,32.3,,,50,"not legal"
173,36,2000,"working fulltime",40,"married",25,2,,2,"yes","male",,"yes",,,,"white",29925,14,"not legal","high school","0","a bad idea",36575,2,,,53,,48,5,67,,"know god exists",300,"not legal"
174,38,2000,"other",,"married",20,1,20,20,"yes","male","no","yes","agree",200000,80,"white",,12,,"high school",,,44887,4,"no","no",51,49,30,,31.5,64.2,,,.a
175,58,2000,"working fulltime",40,"married",26,0,,,,"female","no","yes","agree",800000,90,"white",44887,16,"legal","bachelor",,"a good idea",66500,2,"yes","yes",66,28,,,,17.1,,500,"legal"
176,47,2000,"keeping house",,"married",42,4,7,7,"yes","female","no","yes","strongly agree",20000,90,"white",,16,,"junior college",,,141038,7,"yes","yes",74,,48,,67,,,,.a
177,55,2000,"working fulltime",40,"married",24,5,,,"no","female","no","yes","agree",,90,"white",36575,12,,"high school",,"a good idea",36575,2,"no","no",47,,47,,38.2,,,3000,.b
178,72,2000,"retired",,"married",27,3,,,"yes","male",,"no",,,,"white",,19,"not legal","graduate",,"a good idea",,2,,,74,,40,9,37.3,,,350,"not legal"
179,31,2000,"working fulltime",40,"married",27,1,1,1,"yes","female","no","yes","strongly agree",300000,,"white",,14,,"junior college",,,,1,"yes","yes",36,,35,,33.1,,,200,.a
180,45,2000,"temp not working",,"married",25,3,,,,"male","no","yes","agree",,,"white",,13,"legal","high school",,"depends",,2,"yes","yes",36,49,51,,44.7,64.2,,,"legal"
181,45,2000,"working parttime",42,"married",29,2,0,15,,"female",,"yes",,,,"other",,16,,"bachelor","6-10",,,2,"no","no",64,,68,8,88.8,,,,.a
182,85,2000,"retired",,"widowed",37,2,,,"yes","female","no","yes",,500000,100,"white",,12,,"high school",,,,1,"no",,46,,64,,86.6,,,,.a
183,48,2000,"working fulltime",49,"widowed",38,11,0,7,"yes","male",,"yes",,,,"black",54862,16,"not legal","bachelor","11-15","a good idea",54862,1,,,74,36,54,8,68.8,32,,600,"not legal"
184,50,2000,"working fulltime",45,"married",,2,,,,"male",,,,,,"white",,,"legal",,,"depends",,,,,75,54,74,,88.9,71.6,,,"legal"
185,50,2000,"working fulltime",40,"married",30,2,0,1,"no","male",,"yes",,,,"white",66500,,,"graduate","3-5",,141038,2,"yes","yes",49,,69,8,86.5,,"no way to find out",400,.a
186,51,2000,"working fulltime",40,"married",20,1,13,24,"no","male","yes","no",,150000,70,"white",54862,20,,"graduate",,,141038,2,"no","no",74,51,51,,63.5,63.5,,2000,.a
187,48,2000,"working fulltime",48,"divorced",25,2,,,"no","female","no","no","agree",100000,65,"white",44887,19,"legal","graduate",,"a bad idea",44887,2,"yes","yes",65,64,40,,37.3,78.5,,,"legal"
188,45,2000,"working fulltime",60,"married",27,6,0,3,"yes","female","no","yes","agree","> 1000000",90,"black",,,"not legal","graduate",,"a good idea",141038,1,,,59,34,,,,37.7,,300,"not legal"
189,39,2000,"working fulltime",70,"married",30,1,0,10,"no","male",,"yes",,,,"white",333,16,"not legal","bachelor","0","a bad idea",1330,2,,,49,55,49,7,64.1,56.6,,,"not legal"
190,38,2000,"working fulltime",60,"never married",,3,0,10,"yes","male",,"yes",,,,"white",54862,19,"legal","graduate","3-5","depends",141038,0,,,75,,64,10,86.6,,,,"legal"
191,40,2000,"working fulltime",40,"never married",,0,0,2,,"male",,"yes",,,,"white",29925,17,"legal","bachelor",,"a bad idea",29925,0,"yes","yes",51,64,,9,,78.5,"some higher power",,"legal"
192,33,2000,"working parttime",25,"never married",,4,0,4,"yes","female",,"yes",,,,"white",5985,16,,"bachelor","1-2",,5985,0,"yes","yes",32,64,45,7,65.8,78.5,,,.a
193,56,2000,"retired",,"divorced",34,1,0,0,,"male",,"yes",,,,"white",18287,8,"not legal","lt high school",,"a good idea",24937,1,"yes","no",52,46,71,9,87.9,38.4,,,"not legal"
194,67,2000,"working fulltime",37,"never married",,1,6,15,"yes","male","no","yes","disagree","> 1000000",55,"white",36575,20,"legal","graduate",,"a good idea",36575,0,,,61,54,59,,73.6,71.6,,150,"legal"
195,43,2000,"working fulltime",40,"never married",,2,,,"no","female",,"yes",,,,"black",29925,13,"legal","high school","1-2","a bad idea",29925,0,,,49,58,61,10,76.3,59.9,"dont believe",,"legal"
196,56,2000,"working fulltime",40,"married",,1,,0,"no","male","no","yes","disagree",,,"white",,16,,"bachelor",,,,0,"yes","yes",74,57,65,,76.4,57.1,,,.a
197,48,2000,"keeping house",,"never married",18,1,,,"yes","female","no","yes","strongly agree",,50,"black",,11,"legal","lt high school",,"a bad idea",333,"eight or more","no","yes",,,,,,,,180,"legal"
198,32,2000,"school",,"separated",19,5,,,"yes","female","yes","no","agree",22000,25,"white",,13,,"high school",,,5985,4,"no","yes",,25,22,,28.4,25.3,,,.a
199,23,2000,"school",,"never married",,2,,,"no","female","no","yes","agree",,10,"black",,11,"legal","lt high school",,"a bad idea",333,0,,,,32,37,,26.7,38.9,,,"legal"
200,28,2000,"keeping house",,"never married",18,1,,,"yes","female",,"yes",,,,"black",,11,"not legal","lt high school","1-2","a bad idea",2992,2,,,,42,,4,,39.4,"know god exists",,"not legal"
201,48,2000,"working parttime",35,"divorced",21,2,,,"no","female","no","yes","strongly disagree",12500,5,"black",7481,15,"not legal","high school",,"a good idea",9143,2,,,55,,28,,33.2,,,350,"not legal"
202,77,2000,"working parttime",23,"widowed",20,3,,,"yes","female",,"yes",,,,"black",2327,12,"not legal","high school","3-5","a bad idea",4322,3,,,39,29,30,5,31.5,30.8,"know god exists",300,"not legal"
203,38,2000,"keeping house",,"separated",18,11,,,"no","female",,"yes",,,,"black",,11,,"lt high school","0",,,3,"yes","yes",,,,1,,,"some higher power",,.a
204,40,2000,"working fulltime",35,"married",26,5,,,,"female",,"no",,,,"white",7481,16,"not legal","bachelor",,"a good idea",66500,2,"yes","yes",33,,40,3,37.3,,"some higher power",500,"not legal"
205,39,2000,"working parttime",6,"married",31,3,0,1,"yes","female",,"yes",,,,"white",2327,16,,"bachelor","26-50",,141038,3,"yes","yes",51,46,44,6,50.7,38.4,"believe but doubts",,.a
206,30,2000,"working fulltime",60,"separated",,1,5,30,"yes","male",,"yes",,,,"white",134018,19,"not legal","graduate","1-2","a bad idea",141038,0,,,51,49,,9,,68.1,"know god exists",,"not legal"
207,45,2000,"working fulltime",45,"divorced",30,1,,,"yes","male","no","yes","strongly agree",,65,"white",44887,12,"not legal","high school",,"a good idea",141038,1,"yes","yes",59,45,45,,59,65.8,,,"not legal"
208,52,2000,"working parttime",32,"divorced",,2,37,2,,"male","yes","yes","strongly agree","> 1000000",77,"white",5985,17,"legal","bachelor",,"a bad idea",141038,0,,,61,,65,,76.4,,,105,"legal"
209,53,2000,"working fulltime",40,"never married",,4,0,10,"yes","female","yes","yes","strongly agree","> 1000000",50,"white",36575,14,,"high school",,,54862,0,"yes","yes",48,25,36,,28.6,25.3,,300,.a
210,53,2000,"retired",,"married",22,1,,0,"yes","female","no","yes","strongly agree",150000,45,"white",7481,13,"not legal","high school",,"a good idea",141038,2,,,46,66,51,,63.5,73.2,,200,"not legal"
211,39,2000,"temp not working",,"married",,2,0,2,,"female",,"yes",,,,"white",18287,17,"not legal","bachelor",,"a bad idea",141038,0,"yes","yes",63,30,64,8,86.6,38.4,"believe but doubts",,"not legal"
212,78,2000,"retired",,"married",21,5,,0,"yes","female",,"yes",,,,"white",,12,,"high school","26-50",,18287,1,"no","no",65,64,40,6,37.3,78.5,"know god exists",200,.a
213,41,2000,"working fulltime",40,"married",36,2,,20,"yes","male","yes","yes","agree","> 1000000",50,"white",36575,12,,"high school",,,54862,2,"yes","yes",51,28,,,,32.4,,,.a
214,30,2000,"keeping house",,"married",25,2,5,1,"yes","female",,"yes",,,,"white",,19,"legal","bachelor","11-15","a good idea",141038,2,,,43,,51,10,63.5,,"know god exists",70,"legal"
215,20,2000,"working fulltime",47,"never married",,1,,,,"male",,"yes",,,,"white",1330,9,,"lt high school",,"depends",21612,0,"yes","no",35,32,40,3,32.3,29.8,,,.b
216,26,2000,"working fulltime",40,"never married",20,1,,,"yes","female","yes","yes","strongly agree",60000,10,"white",5985,12,"legal","high school",,"a good idea",5985,1,"no","yes",51,36,,,,33.1,,,"legal"
217,21,2000,"working fulltime",21,"never married",,4,0,1,"yes","male",,"no",,,,"white",29925,10,,"lt high school","3-5",,141038,0,"no","no",43,,30,1,31.5,,"know god exists",200,.a
218,31,2000,"keeping house",,"married",22,5,0,1,"yes","female",,"yes",,,,"white",333,12,,"high school","26-50",,141038,2,"yes","yes",36,29,53,6,46.3,33.1,"believe but doubts",,.a
219,32,2000,"working fulltime",50,"married",23,7,0,4,"yes","male","yes","no","strongly agree",2500,50,"other",44887,13,"not legal","high school",,"a good idea",66500,2,,,36,51,,,,63.5,,350,"not legal"
220,45,2000,"working fulltime",40,"separated",29,2,,0,"yes","female",,"yes",,,,"white",36575,18,"legal","graduate","6-10","a good idea",36575,2,,,66,34,45,9,65.8,37.7,,500,"legal"
221,28,2000,"working fulltime",40,"married",26,4,0,20,,"female",,"yes",,,,"white",24937,15,,"high school",,"a good idea",29925,1,"no","no",51,,22,6,28.4,,"know god exists",500,.b
222,21,2000,"working fulltime",40,"never married",,2,,1,"yes","female","yes","yes","strongly disagree",,20,"white",15793,13,"not legal","junior college",,"a good idea",18287,0,,,59,22,,,,22.7,,200,"not legal"
223,36,2000,"working fulltime",60,"married",23,4,,,"yes","male","yes","yes","strongly agree",350000,60,"white",29925,13,"legal","high school",,"a good idea",36575,2,"yes","yes",45,36,39,,34.2,48.8,,9996,"legal"
224,35,2000,"working parttime",25,"never married",,5,0,3,"yes","female","no","yes","disagree","> 1000000",70,"white",12468,14,,"junior college",,,44887,0,"yes","yes",36,,40,,37.3,,,,.a
225,38,2000,"temp not working",,"divorced",20,2,0,0,,"female",,"yes",,,,"white",18287,12,"not legal","lt high school",,"a good idea",21612,2,"no","no",28,34,,8,,37.7,"know god exists",700,"not legal"
226,,2000,"working fulltime",40,"never married",,1,0,4,"yes","female","yes","yes","disagree",200000,75,"white",,18,,"graduate",,"a good idea",,0,,,64,46,51,,63.5,38.4,,100,.b
227,28,2000,"school",,"never married",,3,0,3,,"male",,"yes",,,,"white",21612,16,,"bachelor","3-5",,54862,0,"yes","yes",51,42,61,8,80,63.5,"believe but doubts",500,.a
228,62,2000,"other",,"never married",25,,,,,"male",,"no",,,,"white",5985,8,"legal","lt high school",,"a good idea",44887,3,"no","no",20,,34,2,31.3,,"know god exists",,"legal"
229,53,2000,"working fulltime",46,"married",22,5,,,"yes","female","yes","yes","disagree",80000,65,"white",21612,12,"not legal","high school",,"a good idea",54862,1,"no","no",31,42,47,,48.5,36.1,,,"not legal"
230,27,2000,"working fulltime",45,"married",,2,,,"yes","male","no","yes","disagree",,60,"other",21612,12,"not legal",,,"a good idea",36575,2,"yes","yes",36,,54,,49.6,,,,"not legal"
231,45,2000,"working fulltime",40,"never married",,2,0,2,"no","male","no","yes","disagree","> 1000000",50,"white",,15,"not legal","high school",,"a good idea",29925,0,,,51,21,36,,26.4,34.8,,,"not legal"
232,46,2000,"working fulltime",72,"married",42,2,0,8,"yes","male","no","yes","disagree","> 1000000",40,"white",24937,16,,"high school",,,44887,2,,"no",33,35,30,,31.5,26.7,,,.a
233,82,2000,"retired",,"widowed",25,3,,,"yes","female","no","yes","agree",100000,65,"white",,14,,"junior college",,,,4,"no","no",64,28,40,,37.3,17.1,,,.a
234,56,2000,"working fulltime",40,"married",,9,,0,"no","male",,"yes",,,,"white",29925,12,"not legal","high school","3-5","a good idea",44887,0,,,62,,36,4,29.4,,"believe but doubts",,"not legal"
235,42,2000,"keeping house",,"never married",,3,,,,"female",,"yes",,,,"white",2327,13,"not legal","high school",,"a good idea",2327,0,"yes","yes",35,,28,4,33.2,,"believe but doubts",,"not legal"
236,66,2000,"retired",,"divorced",18,1,,,,"female",,"no",,,,"white",,10,,"lt high school","0",,9143,2,"yes","yes",41,,,7,,,"some higher power",,.a
237,36,2000,"working fulltime",50,"married",23,10,,0,"yes","male","yes","no","strongly agree",,70,"other",24937,9,"legal","lt high school",,"a good idea",36575,4,,,36,,,,,,,300,"legal"
238,49,2000,"working fulltime",40,"separated",,2,,3,,"male","yes","yes","strongly disagree","> 1000000",85,"white",44887,20,,"graduate",,,54862,0,"yes","yes",66,64,64,,86.6,78.5,,,.a
239,72,2000,"working parttime",8,"married",22,1,,1,"no","female","yes","yes","agree",,98,"white",44887,18,"not legal","bachelor",,"depends",44887,2,,,45,51,,,,63.5,,,"not legal"
240,53,2000,"keeping house",,"married",29,3,,0,"yes","female",,"yes",,,,"white",,13,"not legal","high school","3-5","a good idea",44887,1,,,39,22,24,10,38.4,22.7,"know god exists",60,"not legal"
241,42,2000,"keeping house",,"married",28,2,,,"yes","female","no","yes","agree",500000,80,"white",,18,"not legal","graduate",,"a good idea",141038,3,"no","no",66,,63,,74.9,,,450,"not legal"
242,79,2000,"retired",,"widowed",24,7,,,"no","male","no","yes","agree","> 1000000",95,"white",,19,"legal","graduate",,"a bad idea",36575,3,,,68,,40,,37.3,,,,"legal"
243,50,2000,"keeping house",,"married",32,3,,0,"yes","female",,"yes",,,,"white",,14,"legal","junior college","6-10","a good idea",141038,2,,,47,66,59,7,73.3,73.2,"know god exists",600,"legal"
244,50,2000,"unempl, laid off",,"widowed",20,5,,0,"no","female","yes","yes","disagree",150000,20,"other",,12,,"high school",,,2992,3,"yes","yes",34,,40,,37.3,,,60,.a
245,32,2000,"working fulltime",30,"married",28,6,,,"yes","male","yes","no","strongly agree",55000,20,"white",21612,12,"not legal","high school",,"a good idea",21612,2,"no","no",34,40,40,,37.3,37.3,,200,"not legal"
246,20,2000,"working parttime",15,"never married",,0,,,"yes","female","yes","no","agree",80000,10,"other",2327,14,"legal","high school",,"a good idea",14131,0,"yes","no",29,,60,,63.2,,,,"legal"
247,51,2000,"working fulltime",40,"married",,6,,10,"no","male","no","yes","agree",160000,30,"white",44887,12,,"high school",,,44887,0,"no","no",60,23,29,,31.4,22.5,,,.a
248,35,2000,"working fulltime",40,"married",29,8,,,"no","male",,"no",,,,"other",4322,11,"legal","lt high school","0","a good idea",7481,3,,,30,,36,1,28.6,,"believe but doubts",100,"legal"
249,54,2000,"working fulltime",40,"married",34,3,,0,"yes","male",,"no",,,,"other",10806,14,,"junior college","1-2",,29925,2,"yes","no",34,,28,4,17.1,,"know god exists",500,.a
250,65,2000,"working parttime",39,"widowed",26,7,,,"yes","female","yes","no","strongly agree",12000,10,"white",4322,16,,"graduate",,,15793,6,"no","no",32,32,64,,78.5,38.9,,1000,.a
